segment_id,celex,node_id,tipo,identificatore,llm_status,evidence,provisions_raw,lamf_L1,lamf_L2,lamf_L3,lamf_L4,entropy,dominant_lamf,articolo_id
32022R2560__32_p3,32022R2560,32022R2560,articolo,32_p3,ok,"[{""testo"": ""2. If the Commission decides to open an in-depth investigation pursuant to Article 30(3), the contract shall not be awarded to an economic operator submitting a notification under Article 29 until ..."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural rule on contract award timing during investigation""}, {""testo"": ""If the Commission has not adopted a decision within the applicable time limit, the contract may be awarded to any economic operator, including the economic operator submitting the notification."", ""layer"": ""L2"", ""motivo"": ""Details conditions for contract award if Commission misses decision deadline""}]","[{""start"": 1, ""end"": 51, ""label"": ""level_2"", ""reason"": ""Specifies procedural rule on contract award timing during investigation""}, {""start"": 52, ""end"": 80, ""label"": ""level_2"", ""reason"": ""Details conditions for contract award if Commission misses decision deadline""}]",0.0,100.0,0.0,0.0,0.0,L2,32_p3
32022R2560__32_p4,32022R2560,32022R2560,articolo,32_p4,ok,"[{""testo"": ""3. Where the contracting authority or contracting entity finds that the most economically advantageous tender was submitted by"", ""layer"": ""L2"", ""motivo"": ""Specifies conditions for awarding contract before Commission decisions""}, {""testo"": ""an economic operator, which submitted a declaration within the meaning of Article 29 and where the Commission has not opened a review in line with Articles 29(8), 30(3) or 30(4), the contract may b..."", ""layer"": ""L2"", ""motivo"": ""Details timing and procedural limits related to Commission decisions""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_2"", ""reason"": ""Specifies conditions for awarding contract before Commission decisions""}, {""start"": 19, ""end"": 107, ""label"": ""level_2"", ""reason"": ""Details timing and procedural limits related to Commission decisions""}]",0.0,100.0,0.0,0.0,0.0,L2,32_p4
32022R2560__32_p6,32022R2560,32022R2560,articolo,32_p6,ok,"[{""testo"": ""5. Where the Commission adopts a decision in accordance with Article 31(1) or (3), the contract may be"", ""layer"": ""L4"", ""motivo"": ""Decision authorizes contract award ensuring compliance with prior decision""}, {""testo"": ""awarded to any economic operator having submitted the most economically advantageous tender, including, to the economic operator having submitted the notification under Article"", ""layer"": ""L4"", ""motivo"": ""Specifies eligible economic operators for contract award post-decision""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_4"", ""reason"": ""Decision authorizes contract award ensuring compliance with prior decision""}, {""start"": 19, ""end"": 41, ""label"": ""level_4"", ""reason"": ""Specifies eligible economic operators for contract award post-decision""}]",0.0,0.0,0.0,100.0,0.0,L4,32_p6
32022R2560__32_p5,32022R2560,32022R2560,articolo,32_p5,ok,"[{""testo"": ""4. Where the Commission adopts a decision in accordance with Article 31(2) concerning a tender which the contracting authority or contracting entity has found to be the most economically advantageo..."", ""layer"": ""L4"", ""motivo"": ""Describes enforcement action on awarding contract after Commission decision""}, {""testo"": ""the contract may be awarded to the economic operator not subject to a decision under Article 31(2) having submitted the next best tender."", ""layer"": ""L4"", ""motivo"": ""Specifies alternative award to next best tender if first is subject to decision""}]","[{""start"": 1, ""end"": 31, ""label"": ""level_4"", ""reason"": ""Describes enforcement action on awarding contract after Commission decision""}, {""start"": 32, ""end"": 54, ""label"": ""level_4"", ""reason"": ""Specifies alternative award to next best tender if first is subject to decision""}]",0.0,0.0,0.0,100.0,0.0,L4,32_p5
32022R2560__32_p7,32022R2560,32022R2560,articolo,32_p7,ok,"[{""testo"": ""6. The contracting authority or the contracting entity shall inform the Commission without undue delay of any decision relating to the cancellation of the public procurement procedure, the rejectio..."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural obligation to inform Commission about procurement decisions""}]","[{""start"": 1, ""end"": 58, ""label"": ""level_2"", ""reason"": ""Specifies procedural obligation to inform Commission about procurement decisions""}]",0.0,100.0,0.0,0.0,0.0,L2,32_p7
32022R2560__33_p2,32022R2560,32022R2560,articolo,33_p2,ok,"[{""testo"": ""1. The Commission may impose fines or periodic penalty payments as"", ""layer"": ""L4"", ""motivo"": ""Imposes fines and penalty payments to enforce compliance""}, {""testo"": ""set out in Article"", ""layer"": ""L1"", ""motivo"": ""Delegation clause referencing Article for enforcement powers""}]","[{""start"": 1, ""end"": 11, ""label"": ""level_4"", ""reason"": ""Imposes fines and penalty payments to enforce compliance""}, {""start"": 12, ""end"": 15, ""label"": ""level_1"", ""reason"": ""Delegation clause referencing Article for enforcement powers""}]",26.67,0.0,0.0,73.33,0.4183446913389708,L4,33_p2
32022R2560__32_p8,32022R2560,32022R2560,articolo,32_p8,ok,"[{""testo"": ""7. The principles governing public procurement procedures, including the principles of proportionality, non-discrimination, equal treatment, transparency and competition,"", ""layer"": ""L1"", ""motivo"": ""Sets core principles governing public procurement procedures""}, {""testo"": ""shall be observed as regards all economic operators involved in the public procurement procedure. The investigation of foreign subsidies pursuant to this Regulation shall not result in the contract..."", ""layer"": ""L1"", ""motivo"": ""Ensures investigations do not breach procurement principles and applies relevant directives""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_1"", ""reason"": ""Sets core principles governing public procurement procedures""}, {""start"": 19, ""end"": 88, ""label"": ""level_1"", ""reason"": ""Ensures investigations do not breach procurement principles and applies relevant directives""}]",100.0,0.0,0.0,0.0,0.0,L1,32_p8
32022R2560__33_p1,32022R2560,32022R2560,articolo,33_p1,ok,"[{""testo"": ""Article 33 Fines and periodic penalty payments applicable to financial contributions in the context of public procurement procedures"", ""layer"": ""L4"", ""motivo"": ""Establishes fines and penalty payments for enforcement and compliance""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_4"", ""reason"": ""Establishes fines and penalty payments for enforcement and compliance""}]",0.0,0.0,0.0,100.0,0.0,L4,33_p1
32022R2560__32_p9,32022R2560,32022R2560,articolo,32_p9,ok,"[{""testo"": ""8. Time limits referred to in this Chapter shall begin on the working day following that of the receipt of the notification or of the adoption of the relevant Commission decision."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural timing for notification and decision receipt""}]","[{""start"": 1, ""end"": 31, ""label"": ""level_2"", ""reason"": ""Specifies procedural timing for notification and decision receipt""}]",0.0,100.0,0.0,0.0,0.0,L2,32_p9
32022R2560__33_p3,32022R2560,32022R2560,articolo,33_p3,ok,"[{""testo"": ""2. The Commission may, by decision, also impose fines upon the economic operators concerned that do not exceed"", ""layer"": ""L4"", ""motivo"": ""Imposes fines as enforcement for supplying incorrect or misleading information""}, {""testo"": ""1 % of their aggregate turnover in the preceding financial year, where those economic operators intentionally or negligently supply incorrect or misleading information in a notification or declarat..."", ""layer"": ""L4"", ""motivo"": ""Defines conditions and scope for fines on economic operators for non-compliance""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_4"", ""reason"": ""Imposes fines as enforcement for supplying incorrect or misleading information""}, {""start"": 19, ""end"": 55, ""label"": ""level_4"", ""reason"": ""Defines conditions and scope for fines on economic operators for non-compliance""}]",0.0,0.0,0.0,100.0,0.0,L4,33_p3
32022R2560__33_p4,32022R2560,32022R2560,articolo,33_p4,ok,"[{""testo"": ""3. The Commission may, by decision, impose fines upon the economic operators concerned that do not exceed 10"", ""layer"": ""L4"", ""motivo"": ""Establishes fines as enforcement measures for non-compliance""}, {""testo"": ""% of their aggregate turnover in the preceding financial year where those economic operators, intentionally or negligently:"", ""layer"": ""L4"", ""motivo"": ""Describes conditions under which fines apply, part of enforcement""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_4"", ""reason"": ""Establishes fines as enforcement measures for non-compliance""}, {""start"": 19, ""end"": 35, ""label"": ""level_4"", ""reason"": ""Describes conditions under which fines apply, part of enforcement""}]",0.0,0.0,0.0,100.0,0.0,L4,33_p4
32022R2560__33_p6,32022R2560,32022R2560,articolo,33_p6,ok,"[{""testo"": ""(b) circumvent or attempt to circumvent the notification requirements, as referred to in Article 39(1)."", ""layer"": ""L4"", ""motivo"": ""Addresses attempts to circumvent notification requirements, ensuring compliance""}]","[{""start"": 1, ""end"": 15, ""label"": ""level_4"", ""reason"": ""Addresses attempts to circumvent notification requirements, ensuring compliance""}]",0.0,0.0,0.0,100.0,0.0,L4,33_p6
32022R2560__33_p5,32022R2560,32022R2560,articolo,33_p5,ok,"[{""testo"": ""(a) fail to notify foreign financial contributions in accordance with Article 29 during the public procurement procedure;"", ""layer"": ""L4"", ""motivo"": ""Describes failure to notify, implying enforcement and compliance monitoring""}]","[{""start"": 1, ""end"": 17, ""label"": ""level_4"", ""reason"": ""Describes failure to notify, implying enforcement and compliance monitoring""}]",0.0,0.0,0.0,100.0,0.0,L4,33_p5
32022R2560__34,32022R2560,32022R2560,articolo,34,ok,"[{""testo"": ""Article 34 Relationship between procedures 1. A financial contribution notified in the context of a concentration under Article 21 or in the context of a public procurement under Article 29 may be ..."", ""layer"": ""L1"", ""motivo"": ""Defines scope and relationship between procedures, a core framework principle""}, {""testo"": ""2. A financial contribution assessed in the context of an ex officio procedure in relation to a specific economic activity under Article 10 or Article 11 may be relevant to and assessed under this ..."", ""layer"": ""L1"", ""motivo"": ""Defines scope and relationship between procedures, a core framework principle""}]","[{""start"": 1, ""end"": 45, ""label"": ""level_1"", ""reason"": ""Defines scope and relationship between procedures, a core framework principle""}, {""start"": 46, ""end"": 86, ""label"": ""level_1"", ""reason"": ""Defines scope and relationship between procedures, a core framework principle""}]",100.0,0.0,0.0,0.0,0.0,L1,34
32022R2560__35_p4,32022R2560,32022R2560,articolo,35_p4,ok,"[{""testo"": ""3. The Commission shall make accessible to Member States and the contracting authorities or contracting entities concerned, on a dedicated electronic database, the non-confidential versions of all ..."", ""layer"": ""L2"", ""motivo"": ""Specifies operational requirement to publish decisions on an electronic database""}]","[{""start"": 1, ""end"": 35, ""label"": ""level_2"", ""reason"": ""Specifies operational requirement to publish decisions on an electronic database""}]",0.0,100.0,0.0,0.0,0.0,L2,35_p4
32022R2560__35_p2,32022R2560,32022R2560,articolo,35_p2,ok,"[{""testo"": ""1. Where a Member State considers that a foreign subsidy may exist and may distort the internal market,"", ""layer"": ""L4"", ""motivo"": ""Member State must transfer information to Commission for oversight""}, {""testo"": ""it shall transfer information thereon to the Commission. The Commission may on the basis of that information decide to start a preliminary review pursuant to Article 10, or request a notification p..."", ""layer"": ""L4"", ""motivo"": ""Commission decides to start review or request notification to ensure compliance""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_4"", ""reason"": ""Member State must transfer information to Commission for oversight""}, {""start"": 19, ""end"": 56, ""label"": ""level_4"", ""reason"": ""Commission decides to start review or request notification to ensure compliance""}]",0.0,0.0,0.0,100.0,0.0,L4,35_p2
32022R2560__35_p3,32022R2560,32022R2560,articolo,35_p3,ok,"[{""testo"": ""2. A natural or legal person or association may communicate to the Commission any information it may have"", ""layer"": ""L3"", ""motivo"": ""Non-binding provision allowing submission of information to Commission""}, {""testo"": ""about foreign subsidies that may distort the internal market. The Commission may on the basis of that information decide to start a preliminary review pursuant to Article 10, or request a notificat..."", ""layer"": ""L4"", ""motivo"": ""Commission's power to start review or request notification based on information""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_3"", ""reason"": ""Non-binding provision allowing submission of information to Commission""}, {""start"": 19, ""end"": 55, ""label"": ""level_4"", ""reason"": ""Commission's power to start review or request notification based on information""}]",0.0,0.0,32.73,67.27,0.45607198808582805,L4,35_p3
32022R2560__35_p1,32022R2560,32022R2560,articolo,35_p1,ok,"[{""testo"": ""Article 35 Communication of information"", ""layer"": ""L1"", ""motivo"": ""Defines the subject and scope of the article""}, {""testo"": """", ""layer"": ""L2"", ""motivo"": ""Specifies procedural aspect of communication of information""}]","[{""start"": 1, ""end"": 5, ""label"": ""level_1"", ""reason"": ""Defines the subject and scope of the article""}, {""start"": 6, ""end"": 6, ""label"": ""unassigned"", ""reason"": ""Single word 'of' is a connector, not a provision""}, {""start"": 7, ""end"": 18, ""label"": ""level_2"", ""reason"": ""Specifies procedural aspect of communication of information""}]",29.41,70.59,0.0,0.0,0.43697937765873895,L2,35_p1
32022R2560__36_p1,32022R2560,32022R2560,articolo,36_p1,ok,"[{""testo"": ""Article 36 Market investigation"", ""layer"": ""L1"", ""motivo"": ""Defines the article title and scope of the market investigation""}]","[{""start"": 1, ""end"": 4, ""label"": ""level_1"", ""reason"": ""Defines the article title and scope of the market investigation""}]",100.0,0.0,0.0,0.0,0.0,L1,36_p1
32022R2560__36_p3,32022R2560,32022R2560,articolo,36_p3,ok,"[{""testo"": ""2. The Commission shall, where relevant, publish a report on the results of its market investigation into particular sectors, particular types of economic activity or particular subsidy instruments..."", ""layer"": ""L3"", ""motivo"": ""Publishing report and seeking comments is non-binding guidance""}]","[{""start"": 1, ""end"": 29, ""label"": ""level_3"", ""reason"": ""Publishing report and seeking comments is non-binding guidance""}]",0.0,0.0,100.0,0.0,0.0,L3,36_p3
32022R2560__36_p2,32022R2560,32022R2560,articolo,36_p2,ok,"[{""testo"": ""1. Where the information available to the Commission substantiates a reasonable suspicion that foreign subsidies in a particular"", ""layer"": ""L2"", ""motivo"": ""Specifies conditions for conducting market investigations""}, {""testo"": ""sector, for a particular type of economic activity or based on a particular subsidy instrument may distort the internal market, the Commission may conduct a market investigation into the particular..."", ""layer"": ""L4"", ""motivo"": ""Establishes powers to require information and carry out inspections""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_2"", ""reason"": ""Specifies conditions for conducting market investigations""}, {""start"": 19, ""end"": 109, ""label"": ""level_4"", ""reason"": ""Establishes powers to require information and carry out inspections""}]",0.0,16.51,0.0,83.49,0.3231859758241141,L4,36_p2
32022R2560__36_p5,32022R2560,32022R2560,articolo,36_p5,ok,"[{""testo"": ""4. Articles 13, 14, 15 and 17 shall apply to market investigations."", ""layer"": ""L1"", ""motivo"": ""Defines scope of application referencing other articles""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_1"", ""reason"": ""Defines scope of application referencing other articles""}]",100.0,0.0,0.0,0.0,0.0,L1,36_p5
32022R2560__36_p4,32022R2560,32022R2560,articolo,36_p4,ok,"[{""testo"": ""3. The Commission may use the information obtained from such market investigations in the framework of procedures under this Regulation."", ""layer"": ""L2"", ""motivo"": ""Specifies use of information in procedures, an operational application rule""}]","[{""start"": 1, ""end"": 20, ""label"": ""level_2"", ""reason"": ""Specifies use of information in procedures, an operational application rule""}]",0.0,100.0,0.0,0.0,0.0,L2,36_p4
32022R2560__37_p1,32022R2560,32022R2560,articolo,37_p1,ok,"[{""testo"": ""Article 37 Third-country dialogue"", ""layer"": ""L1"", ""motivo"": ""Establishes institutional role of third-country dialogue""}, {""testo"": """", ""layer"": ""L4"", ""motivo"": ""Describes dialogue mechanism to address foreign subsidies distorting market""}]","[{""start"": 1, ""end"": 4, ""label"": ""level_1"", ""reason"": ""Establishes institutional role of third-country dialogue""}, {""start"": 5, ""end"": 18, ""label"": ""level_4"", ""reason"": ""Describes dialogue mechanism to address foreign subsidies distorting market""}]",22.22,0.0,0.0,77.78,0.3820821690597379,L4,37_p1
32022R2560__37_p3,32022R2560,32022R2560,articolo,37_p3,ok,"[{""testo"": ""2. That third-country dialogue shall not prevent the Commission from taking action under this Regulation. Individual"", ""layer"": ""L4"", ""motivo"": ""Prevents dialogue from blocking Commission enforcement actions""}, {""testo"": ""measures adopted pursuant to this Regulation shall not be addressed within that dialogue."", ""layer"": ""L4"", ""motivo"": ""Excludes individual measures from third-country dialogue""}]","[{""start"": 1, ""end"": 16, ""label"": ""level_4"", ""reason"": ""Prevents dialogue from blocking Commission enforcement actions""}, {""start"": 17, ""end"": 29, ""label"": ""level_4"", ""reason"": ""Excludes individual measures from third-country dialogue""}]",0.0,0.0,0.0,100.0,0.0,L4,37_p3
32022R2560__37_p2,32022R2560,32022R2560,articolo,37_p2,ok,"[{""testo"": ""1. Where, following a market investigation pursuant to Article 36, the Commission suspects the existence of repeated foreign subsidies distorting the internal market, or where several enforcement a..."", ""layer"": ""L1"", ""motivo"": ""Establishes Commission's power to engage in dialogue with third countries""}, {""testo"": ""The Commission shall inform the European Parliament and the Council of any relevant developments."", ""layer"": ""L1"", ""motivo"": ""Requires Commission to inform Parliament and Council of relevant developments""}]","[{""start"": 1, ""end"": 81, ""label"": ""level_1"", ""reason"": ""Establishes Commission's power to engage in dialogue with third countries""}, {""start"": 82, ""end"": 95, ""label"": ""level_1"", ""reason"": ""Requires Commission to inform Parliament and Council of relevant developments""}]",100.0,0.0,0.0,0.0,0.0,L1,37_p2
32022R2560__38_p1,32022R2560,32022R2560,articolo,38_p1,ok,"[{""testo"": ""1. The powers of the Commission under Articles 10 and 11 shall be subject to a limitation period"", ""layer"": ""L4"", ""motivo"": ""Sets limitation period for Commission's enforcement powers""}, {""testo"": ""of 10 years, starting on the day on which a foreign subsidy is granted to an undertaking."", ""layer"": ""L4"", ""motivo"": ""Defines interruption and restart of limitation period for enforcement""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_4"", ""reason"": ""Sets limitation period for Commission's enforcement powers""}, {""start"": 19, ""end"": 35, ""label"": ""level_4"", ""reason"": ""Defines interruption and restart of limitation period for enforcement""}]",0.0,0.0,0.0,100.0,0.0,L4,38_p1
32022R2560__38_p2,32022R2560,32022R2560,articolo,38_p2,ok,"[{""testo"": ""2. The powers of the Commission to impose fines or periodic penalty payments under Articles 17, 26 and 33 shall be subject to a limitation period of three years, starting on the day on which the in..."", ""layer"": ""L4"", ""motivo"": ""Sets limitation period for Commission's enforcement powers""}, {""testo"": ""In the case of continuing or repeated infringements, the limitation period shall start on the day on which the infringement ceases. Any action taken by the Commission with respect to an infringemen..."", ""layer"": ""L4"", ""motivo"": ""Describes interruption and restart of limitation period for enforcement""}]","[{""start"": 1, ""end"": 47, ""label"": ""level_4"", ""reason"": ""Sets limitation period for Commission's enforcement powers""}, {""start"": 48, ""end"": 115, ""label"": ""level_4"", ""reason"": ""Describes interruption and restart of limitation period for enforcement""}]",0.0,0.0,0.0,100.0,0.0,L4,38_p2
32022R2560__38_p3,32022R2560,32022R2560,articolo,38_p3,ok,"[{""testo"": ""3. The powers of the Commission to enforce decisions imposing fines or periodic penalty payments under Articles 17, 26 and 33 shall be subject to a limitation period of five years, starting on the day"", ""layer"": ""L4"", ""motivo"": ""Defines enforcement powers and limitation period for fines and penalties""}, {""testo"": ""on which the Commission decision imposing fines or periodic penalty payments is taken. Any action taken by the Commission, or by a Member State acting upon request of the Commission, intended to en..."", ""layer"": ""L4"", ""motivo"": ""Describes interruption and renewal of limitation period for enforcement""}]","[{""start"": 1, ""end"": 35, ""label"": ""level_4"", ""reason"": ""Defines enforcement powers and limitation period for fines and penalties""}, {""start"": 36, ""end"": 95, ""label"": ""level_4"", ""reason"": ""Describes interruption and renewal of limitation period for enforcement""}]",0.0,0.0,0.0,100.0,0.0,L4,38_p3
32022R2560__38_p4,32022R2560,32022R2560,articolo,38_p4,ok,"[{""testo"": ""4. The limitation period shall expire at the latest on the day on which twice the amount of time of that limitation period has elapsed provided that the Commission"", ""layer"": ""L4"", ""motivo"": ""Defines limitation period and conditions for enforcement actions""}, {""testo"": ""has not:"", ""layer"": ""L4"", ""motivo"": ""Specifies conditions under which limitation period does not expire""}]","[{""start"": 1, ""end"": 29, ""label"": ""level_4"", ""reason"": ""Defines limitation period and conditions for enforcement actions""}, {""start"": 30, ""end"": 35, ""label"": ""level_4"", ""reason"": ""Specifies conditions under which limitation period does not expire""}]",0.0,0.0,0.0,100.0,0.0,L4,38_p4
32022R2560__38_p5,32022R2560,32022R2560,articolo,38_p5,ok,"[{""testo"": ""(a) taken a decision pursuant to Article 10 or 11 in the instances set out in paragraph 1 of this Article; or"", ""layer"": ""L4"", ""motivo"": ""Describes conditions for taking a decision under enforcement procedures""}]","[{""start"": 1, ""end"": 22, ""label"": ""level_4"", ""reason"": ""Describes conditions for taking a decision under enforcement procedures""}]",0.0,0.0,0.0,100.0,0.0,L4,38_p5
32022R2560__38_p6,32022R2560,32022R2560,articolo,38_p6,ok,"[{""testo"": ""(b) imposed a fine or a periodic penalty payment in the situation set out in paragraph 2 of this Article."", ""layer"": ""L4"", ""motivo"": ""Describes enforcement actions and sanctions for non-compliance""}]","[{""start"": 1, ""end"": 20, ""label"": ""level_4"", ""reason"": ""Describes enforcement actions and sanctions for non-compliance""}]",0.0,0.0,0.0,100.0,0.0,L4,38_p6
32022R2560__38_p7,32022R2560,32022R2560,articolo,38_p7,ok,"[{""testo"": ""5. The limitation period shall be suspended for as long as the decision of the Commission is the subject of proceedings pending before the Court of Justice of the European Union."", ""layer"": ""L4"", ""motivo"": ""Suspension of limitation period during judicial proceedings ensures enforcement oversight""}]","[{""start"": 1, ""end"": 31, ""label"": ""level_4"", ""reason"": ""Suspension of limitation period during judicial proceedings ensures enforcement oversight""}]",0.0,0.0,0.0,100.0,0.0,L4,38_p7
32022R2560__39,32022R2560,32022R2560,articolo,39,ok,"[{""testo"": ""Article 39 Anti-circumvention 1. An undertaking shall not arrange financial operations or contracts to circumvent the notification requirements laid down in Article 21(1) and (5) and Article 29(1),..."", ""layer"": ""L2"", ""motivo"": ""Specifies operational prohibition on circumvention of notification requirements""}, {""testo"": ""2. Where the Commission suspects that an undertaking has engaged or is engaging in a practice referred to in paragraph 1, it may require that undertaking to provide any information that the Commiss..."", ""layer"": ""L4"", ""motivo"": ""Empowers Commission to require information and initiate review for enforcement""}]","[{""start"": 1, ""end"": 31, ""label"": ""level_2"", ""reason"": ""Specifies operational prohibition on circumvention of notification requirements""}, {""start"": 32, ""end"": 97, ""label"": ""level_4"", ""reason"": ""Empowers Commission to require information and initiate review for enforcement""}]",0.0,31.96,0.0,68.04,0.4519729695914554,L4,39
32022R2560__41_p3,32022R2560,32022R2560,articolo,41_p3,ok,"[{""testo"": ""2. The Commission shall inform the contracting authority or contracting entity concerned about a decision adopted pursuant to Article 31(1) and (3) addressed to an economic operator participating i..."", ""layer"": ""L4"", ""motivo"": ""Commission informs contracting authority of enforcement decision ensuring compliance""}]","[{""start"": 1, ""end"": 35, ""label"": ""level_4"", ""reason"": ""Commission informs contracting authority of enforcement decision ensuring compliance""}]",0.0,0.0,0.0,100.0,0.0,L4,41_p3
32022R2560__40,32022R2560,32022R2560,articolo,40,ok,"[{""testo"": ""Article 40 Publication of decisions 1. The Commission shall make public a summary notice of the decisions adopted"", ""layer"": ""L2"", ""motivo"": ""Specifies publication procedure and who may express views""}, {""testo"": ""pursuant to Article 10(3), point (a), allowing any natural or legal person, Member States or the third country that granted the foreign subsidy, to express their views. 2. The Commission shall publ..."", ""layer"": ""L2"", ""motivo"": ""Details publication requirements in Official Journal""}, {""testo"": ""3. When making public summary notices and decisions, the Commission shall take due account of the legitimate interests of undertakings in the protection of their business secrets and other confiden..."", ""layer"": ""L2"", ""motivo"": ""Sets rules on protecting business secrets in publication""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_2"", ""reason"": ""Specifies publication procedure and who may express views""}, {""start"": 19, ""end"": 79, ""label"": ""level_2"", ""reason"": ""Details publication requirements in Official Journal""}, {""start"": 80, ""end"": 110, ""label"": ""level_2"", ""reason"": ""Sets rules on protecting business secrets in publication""}]",0.0,100.0,0.0,0.0,0.0,L2,40
32022R2560__41_p1,32022R2560,32022R2560,articolo,41_p1,ok,"[{""testo"": ""Article 41 Addressees of decisions"", ""layer"": ""L1"", ""motivo"": ""Defines addressees of decisions, establishing institutional roles""}]","[{""start"": 1, ""end"": 5, ""label"": ""level_1"", ""reason"": ""Defines addressees of decisions, establishing institutional roles""}]",100.0,0.0,0.0,0.0,0.0,L1,41_p1
32022R2560__41_p2,32022R2560,32022R2560,articolo,41_p2,ok,"[{""testo"": ""1. The Commission shall notify a decision addressed to an undertaking or to an association of undertakings without"", ""layer"": ""L4"", ""motivo"": ""Notification of decision ensures enforcement and oversight of compliance""}, {""testo"": ""delay and shall give that undertaking or association of undertakings the opportunity to indicate to the Commission which information in the decision it considers to be confidential."", ""layer"": ""L4"", ""motivo"": ""Right to indicate confidential information supports enforcement process""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_4"", ""reason"": ""Notification of decision ensures enforcement and oversight of compliance""}, {""start"": 19, ""end"": 45, ""label"": ""level_4"", ""reason"": ""Right to indicate confidential information supports enforcement process""}]",0.0,0.0,0.0,100.0,0.0,L4,41_p2
32022R2560__41_p4,32022R2560,32022R2560,articolo,41_p4,ok,"[{""testo"": ""3. Decisions adopted pursuant to Article 29(4) and Article 31(2) shall be addressed to the contracting authority or contracting entity concerned."", ""layer"": ""L4"", ""motivo"": ""Assigns responsibility for addressing decisions to contracting authority/entity""}, {""testo"": ""The Commission shall provide the economic operator to which the award of the contract is prohibited with a copy of that decision."", ""layer"": ""L4"", ""motivo"": ""Requires Commission to provide decision copy to economic operator""}]","[{""start"": 1, ""end"": 21, ""label"": ""level_4"", ""reason"": ""Assigns responsibility for addressing decisions to contracting authority/entity""}, {""start"": 22, ""end"": 43, ""label"": ""level_4"", ""reason"": ""Requires Commission to provide decision copy to economic operator""}]",0.0,0.0,0.0,100.0,0.0,L4,41_p4
32022R2560__42_p4,32022R2560,32022R2560,articolo,42_p4,ok,"[{""testo"": ""3. The Commission shall base its decision only on grounds on which the undertakings concerned have been given the opportunity to submit their observations."", ""layer"": ""L4"", ""motivo"": ""Ensures rights of defense before decision, related to enforcement and compliance""}]","[{""start"": 1, ""end"": 24, ""label"": ""level_4"", ""reason"": ""Ensures rights of defense before decision, related to enforcement and compliance""}]",0.0,0.0,0.0,100.0,0.0,L4,42_p4
32022R2560__42_p1,32022R2560,32022R2560,articolo,42_p1,ok,"[{""testo"": ""Article 42 Disclosure and rights of defence"", ""layer"": ""L1"", ""motivo"": ""Defines rights of defence and disclosure, core legal principles""}]","[{""start"": 1, ""end"": 7, ""label"": ""level_1"", ""reason"": ""Defines rights of defence and disclosure, core legal principles""}, {""start"": 8, ""end"": 9, ""label"": ""unassigned"", ""reason"": ""Conjunction connecting title elements, no normative content""}]",100.0,0.0,0.0,0.0,0.0,L1,42_p1
32022R2560__42_p2,32022R2560,32022R2560,articolo,42_p2,ok,"[{""testo"": ""1. The Commission shall, before adopting a decision pursuant to Articles 11, 12, 17, 18, 25(3), 26, 31 or 33 give the undertaking under investigation the opportunity to submit observations on the g..."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural right to submit observations before decision adoption""}]","[{""start"": 1, ""end"": 42, ""label"": ""level_2"", ""reason"": ""Specifies procedural right to submit observations before decision adoption""}]",0.0,100.0,0.0,0.0,0.0,L2,42_p2
32022R2560__42_p3,32022R2560,32022R2560,articolo,42_p3,ok,"[{""testo"": ""2. By way of derogation from paragraph 1, a decision pursuant to Article 12 may be taken provisionally,"", ""layer"": ""L4"", ""motivo"": ""Provisional decision without prior observations is an enforcement measure""}, {""testo"": ""without the undertaking under investigation being given the opportunity to submit its observations beforehand, provided that the Commission gives it that opportunity as soon as possible after havin..."", ""layer"": ""L4"", ""motivo"": ""Ensuring opportunity to submit observations after decision is part of enforcement""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_4"", ""reason"": ""Provisional decision without prior observations is an enforcement measure""}, {""start"": 19, ""end"": 49, ""label"": ""level_4"", ""reason"": ""Ensuring opportunity to submit observations after decision is part of enforcement""}]",0.0,0.0,0.0,100.0,0.0,L4,42_p3
32022R2560__43_p4,32022R2560,32022R2560,articolo,43_p4,ok,"[{""testo"": ""3. Paragraphs 1 and 2 shall not prevent the publication of statistics and reports which do not contain information allowing the identification of specific undertakings or associations of undertakings."", ""layer"": ""L2"", ""motivo"": ""Specifies conditions for publishing statistics and reports without identifying undertakings""}]","[{""start"": 1, ""end"": 35, ""label"": ""level_2"", ""reason"": ""Specifies conditions for publishing statistics and reports without identifying undertakings""}]",0.0,100.0,0.0,0.0,0.0,L2,43_p4
